,metrics,MatrixProfile,PanMatrixProfile,LatentMotif,MDL,Motiflets_numba,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,execution_time_mean,20.153,20.294,2.088,150.98,24.202,63.512,217.102,1379.092,63.427,2.66
