,metrics,MatrixProfile,PanMatrixProfile,LatentMotif,MDL,Motiflets_numba,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz,LocoMotif
0,execution_time_mean,0.039,0.041,0.033,6.68,0.04,0.199,0.249,0.367,0.197,1.195,0.335
