,metrics,MatrixProfile,PanMatrixProfile,LatentMotif,MDL,Motiflets_numba,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz,LocoMotif
0,execution_time_mean,98.615,98.914,3.799,407.704,102.584,263.81,888.127,12013.238,265.54,8.253,2182.597
