,metrics,MatrixProfile,PanMatrixProfile,LatentMotif,MDL,Motiflets_numba,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,execution_time_mean,0.698,0.725,0.222,57.823,0.598,2.904,8.442,20.106,2.923,1.52
